1,"来一首大悲咒。	2017/12/30 12:36","读一曲叙事的词。	2017/12/30 12:36","大悲咒大悲咒。	2017/12/30 12:37",{"song": "大悲咒"}
9692,"我要听儿歌。	2017/12/15 20:49","我要听胡李峤。	2017/12/15 20:50","狐狸叫。	2017/12/15 20:50",{"song": "狐狸叫"}
9693,"车多。	2017/11/29 10:53","能给我。	2017/11/29 11:59","门丽吗？	2017/11/29 18:18",{"code":"No-music"}
9694,"我们说好的。	2017/10/26 19:39","在于悟道你这样的人。	2017/10/26 19:40","说走着走着就散了。	2017/10/26 19:52",{"song": "走着走着就散了"}
9695,"浅唱，薛之谦丑八怪。	2017/12/25 11:04","哈哈哈哈哈。	2017/12/25 11:04","请唱世上只有妈妈好。	2017/12/25 11:05",{"song": "世上只有妈妈好"}
9696,"播放薛之谦的歌曲。	2017/11/29 18:35","今天天气怎么样？	2017/11/29 18:35","张韶涵。	2017/11/29 18:36",{"artist": "张韶涵"}
9697,"大爷。	2017/10/26 0:45","等你等到我心痛。	2017/11/29 20:08","张学友的歌。	2017/11/29 20:09",{"artist": "张学友"}
9698,"身体好。	2017/12/23 19:14","我想你啦。	2017/12/23 19:14","小贝我想你啦。	2017/12/23 19:25",{"code":"No-music"}
9699,"我来吧。	2017/11/9 21:48","哦这样子。	2017/11/9 21:49","唱歌。	2017/11/10 22:06",{"code":"RANDOM"}
9700,"啊。	2017/12/1 20:54","是继续。	2017/12/1 20:54","唱一个。	2017/12/1 20:57",{"code":"No-music"}
9701,"这个怎么不会说话？	2017/11/28 10:07","哦。	2017/11/28 10:07","小兔子乖乖。	2017/11/28 10:07",{"song": "小兔子乖乖"}
9702,"播放红歌。	2017/10/26 11:11","红色革命歌曲。	2017/10/26 11:12","洪湖水浪打浪。	2017/10/26 11:36",{"song": "洪湖水浪打浪"}
9703,"因为的的。	2017/12/28 14:06","听儿歌。	2017/12/28 14:08","妈妈的吻。	2017/12/28 19:29",{"song": "妈妈的吻"}
9704,"给我导航到邢台广宗朱家寨村。	2017/11/29 13:00","你给我导航到邢台广宗周家镇。	2017/11/29 13:01","给我唱一个花心。	2017/11/29 13:40",{"song": "花心"}
9705,"孟竹园。	2017/11/29 9:46","漂洋过海来看你。	2017/11/29 9:46","刘德华的一起走过的日子。	2017/11/29 9:49",{"artist": "刘德华", "song": "一起走过的日子"}
9706,"你放错了。	2017/10/26 19:54","你别跟我得瑟行不行。	2017/10/26 19:54","放一首乡愁。	2017/10/26 19:55",{"song": "乡愁"}
9707,"我要听回家。	2017/11/29 13:40","我要听刘德华唱的歌。	2017/11/29 13:46","我要听你讲故事。	2017/11/29 13:48",{"code":"No-music"}
9708,"说话。	2017/12/25 21:28","回来。	2017/12/25 21:29","你再说一遍我的名字吧。	2017/12/25 21:30",{"code":"No-music"}
9709,"抱抱。	2017/11/17 7:49","二宝宝。	2017/11/17 7:49","儿歌。	2017/11/17 7:49",{"genre": "儿歌"}
9710,"火辣辣的情歌哗啦啦的唱。	2017/11/29 19:22","啦啦啦的就应该赔偿。	2017/11/29 19:22","打开垃圾，真的好难打的，长。	2017/11/29 19:27",{"code":"No-music"}
9711,"傻瓜。	2017/11/29 16:56","哦。	2017/11/29 16:57","音乐。	2017/11/29 16:58",{"code":"RANDOM"}
9712,"啦啦啦。	2017/12/26 21:43","开始鸭子。	2017/12/27 8:48","唱小兔子乖乖。	2017/12/27 8:51",{"song": "小兔子乖乖"}
9713,"好吧。	2017/11/21 9:57","你唱首歌。	2017/11/21 9:57","毛主席什么时候死的。	2017/11/21 9:59",{"code":"No-music"}
9714,"音乐邓紫棋的你不是真正的快乐。	2017/11/29 18:23","死骑的。	2017/11/29 18:24","音乐。	2017/11/29 18:30",{"code":"RANDOM"}
9715,"我要听王菲的我要去烧香听小尼的歌。	2017/11/29 16:51","小鸡小鸭一。	2017/11/29 17:00","小鸡小鸡。	2017/11/29 17:00",{"song": "小鸡小鸡"}
9716,"行车八小时。	2017/10/26 8:18","咱自由挣钱。	2017/10/26 8:18","伤首儿歌吗？	2017/10/26 8:19",{"genre": "儿歌"}
9717,"胎教音乐。	2017/11/7 12:07","嗨歌。	2017/11/7 18:36","不用手机了啊，贝瓦儿歌。	2017/11/7 19:02",{"album":"贝瓦儿歌"}
9718,"今天天气	2017/10/26 12:20","今天天气	2017/10/26 12:20","这个年纪。	2017/10/26 14:37",{"code":"No-music"}
9719,"给我唱个找朋友。	2017/12/7 6:29","给我唱盖在什么歌。	2017/12/7 6:30","可是我没听懂。	2017/12/7 6:30",{"code":"No-music"}
9720,"你唱一个。	2017/12/30 18:08","你可以唱一个亲爱的我谢谢你了。	2017/12/30 18:08","亲爱的我谢谢你。	2017/12/30 18:09",{"song": "幸福恋人","lyrics":"亲爱的我谢谢你"}
9721,"茄子咋做。	2017/12/25 11:33","我问伽网络。	2017/12/25 11:33","你想想我睡觉等你啊。	2017/12/25 11:33",{"code":"No-music"}
9722,"我要听韩红的天路	2017/11/29 12:57","我要听周杰伦的简单爱	2017/11/29 12:58","我要听周杰伦的歌	2017/11/29 13:10",{"artist": "周杰伦"}
9723,"我要听小爱	2017/10/26 20:51","我要听小爱	2017/10/26 22:14","我要听小爱	2017/10/26 22:15",{"artist": "小爱"}
9724,"讲个笑话。	2017/10/26 7:28","再吃点。	2017/10/26 7:29","我来首。	2017/10/26 13:45",{"code":"No-music"}
9725,"来一首海阔天空。	2017/11/29 17:42","来一首音乐。	2017/11/29 18:10","海阔天空。	2017/11/29 20:21",{"song": "海阔天空"}
9726,"背首唐诗。	2017/12/5 16:44","讲个笑话。	2017/12/5 16:45","这个就是你们面前的手段。	2017/12/5 16:46",{"code":"No-music"}
9727,"打开音乐。	2017/11/29 19:05","关闭音乐。	2017/11/29 19:08","媳妇儿我想你了。	2017/11/29 19:08",{"code":"No-music"}
9728,"跳个舞吧，你跳个舞吧。	2017/11/29 19:40","都可以。	2017/11/29 19:40","你唱一个朋友吧。	2017/11/29 19:41",{"song": "朋友"}
9729,"我要听冯枝茂的音乐。	2017/11/29 16:04","取消。	2017/11/29 16:04","我要听冯涛的墨的歌。	2017/11/29 16:05",{"artist": "冯涛","song": "墨"}
9730,"来一首喜欢你。	2017/11/29 16:12","梦中想着你。	2017/11/29 18:02","梦中想着你。	2017/11/29 18:02",{"song": "梦中想着你"}
9731,"唱一首小水果。	2017/12/28 21:26","唱一首远走高飞。	2017/12/28 21:29","唱一首小苹果。	2017/12/28 21:29",{"song": "小苹果"}
9732,"关闭屏幕。	2017/10/26 12:48","这就是当年教导意义。	2017/11/29 6:46","那你俩真挫，现售价9g二点风险，别矫情，如此看来，别钱塘苏小是乡亲，109个瓶屌丝小小的大概做法是全国的伟业，大面积厚实的饱学之士也多得是，但我们这相邻的国度，一个妓女竟如此的珍贵的，长久安享景仰，原因是各种形式的苏小小的形象本身就是一个梦，阿肯动感节奏的一首流行歌曲，的车，男款。	2017/11/29 6:47",{"code":"No-music"}
9733,"放个黄片。	2017/11/29 16:28","我梦见黄片儿就是色情片。	2017/11/29 16:29","狗尾草dj。	2017/11/29 16:29",{"genre": "dj", "song": "狗尾草"}
9734,"什么。	2017/11/24 9:51","小苹果。	2017/11/24 9:53","小苹果。	2017/11/24 11:05",{"song": "小苹果"}
9735,"机器人去说的历史。	2017/12/30 20:55","是笨蛋机器人。	2017/12/30 20:56","人家要给你交你先给他讲一下人之初。	2017/12/30 20:56",{"code":"No-music"}
9736,"脖子最长的动物是什么。	2017/12/21 21:32","那。	2017/12/21 21:32","动物园。	2017/12/21 21:32",{"code":"No-music"}
9737,"你讲个成语故事吗？	2017/11/5 9:37","不要吵我跟她说说话。	2017/11/5 10:19","唱一首儿歌。	2017/11/5 10:39",{"genre": "儿歌"}
9738,"小芳我想听你讲个故事。	2017/10/26 21:41","哦，今天的天气预报播报天气预报。	2017/10/26 21:42","你给我来歌给我播放一首为爱付出这首歌。	2017/10/26 21:42",{"song": "为爱付出"}
9739,"无所谓。	2017/10/26 13:41","林艳玲的无所谓首你好。	2017/10/26 13:41","放一首最炫民族风。	2017/10/26 13:43",{"song": "最炫民族风"}
9740,"时光机器，歌曲。	2017/11/29 8:06","逆流成河。	2017/11/29 8:07","我想要听贴包子唱的歌。	2017/11/29 8:15",{"artist": "贴包子"}
9741,"有好多吗，你好动画，他。	2017/10/26 22:05","有活动吗？	2017/10/26 22:06","放个儿歌，这个考虑好，我要听杀猪刀。	2017/10/26 22:06",{"song": "杀猪刀","genre":"儿歌"}
9742,"瞬间安静，不好闹大了，他们他们就是他，千万别给她听她说她说成了是十十和，嗯呵呵。	2017/10/26 16:25","然后等到下回见茶楼，看看他心情不太好，坚持个性。	2017/10/26 16:25","两个瞎子在找个机会，他就是资金不找你了你找个机会就给他一个是会不会把的时候顺便说一句。	2017/10/26 16:25",{"code":"No-music"}
9743,"你会唱歌吗？	2017/12/17 17:43","比如说你会什么才艺。	2017/12/17 17:43","你那你要听什么音乐。	2017/12/17 17:44",{"code":"No-music"}
9744,"嗯。	2017/12/5 18:59","你几岁。	2017/12/5 19:01","她说一岁。	2017/12/5 19:01",{"code":"No-music"}
9745,"唱一首林志炫的单身情歌。	2017/12/21 10:02","你好。	2017/12/21 10:05","唱一首漂洋过海来看你。	2017/12/21 10:07",{"song": "漂洋过海来看你"}
9746,"打开网址，农药。	2017/10/26 13:19","给我来一首。	2017/10/26 13:20","帮我点一首我们不一样。	2017/10/26 13:21",{"song": "我们不一样"}
9747,"小苹果。	2017/12/3 21:13","播放小苹果。	2017/12/23 13:36","这都行，谢谢你的爱。	2017/12/23 13:37",{"song": "谢谢你的爱"}
9748,"讲一个童话故事白雪。	2017/12/30 19:28","讲一个童话故事白雪公主。	2017/12/30 19:29","放一首儿歌。	2017/12/30 19:30",{"genre": "儿歌"}
9749,"宝宝。	2017/11/28 12:22","我。	2017/11/28 17:27","小苹果。	2017/11/28 17:28",{"song": "小苹果"}
9750,"我要来一首老婆最大现在就要听。	2017/10/26 20:25","我要听大王叫我来巡山信的就要听。	2017/10/26 20:26","我要听两只蝴蝶现在就要听。	2017/10/26 20:27",{"song": "两只蝴蝶"}
9751,"蛋哥蛋哥这首歌有没有。	2017/11/29 0:15","大哥这首歌有没有。	2017/11/29 0:15","三哥。	2017/11/29 0:18",{"song": "三哥"}
9752,"远走高飞。	2017/11/29 12:45","给我放一首远走高飞。	2017/11/29 12:45","杨蔓播放金志文的远走高飞。	2017/11/29 12:46",{"artist": "金志文", "song": "远走高飞"}
9753,"美丽的童话。	2017/11/29 16:04","美丽的神话。	2017/11/29 16:05","你是我的眼。	2017/11/29 16:22",{"song": "你是我的眼"}
9754,"其实它的模式就是跟美国人歧视种族歧视一样道理是一样，嗯，大同小异。	2017/11/29 16:41","回去呗，估计又吃了自己家种的小米，a中的占比如一，蒸的馒头，也不花多少钱挣了2000块钱的最近一两年万元到。	2017/11/29 16:41","一个父母会拿自己的这个名誉，就说就是现在孩子小吧，那孩子的那个谜语什么的吗，这个名单有我们这儿有民生来着，开这种玩笑，没有。	2017/11/29 16:42",{"code":"No-music"}
9755,"和老公。	2017/10/26 12:53","我，我呀。	2017/10/26 13:06","降央卓玛。	2017/10/26 13:10",{"code":"No-music"}
9756,"你就再按那好吧。	2017/12/17 14:56","不错很棒，机器人可以买一个回家给宝宝。	2017/12/17 14:56","亲。	2017/12/17 14:57",{"code":"No-music"}
9757,"不喜欢做的。	2017/12/31 12:15","小牛今天天气怎么样？	2017/12/31 12:15","你。	2017/12/31 12:16",{"code":"No-music"}
9758,"是酒也是泪。	2017/11/29 11:23","司机歌吗？	2017/11/29 11:24","当初是我错了。	2017/11/29 13:35",{"song": "当初是我错了"}
9759,"你别说话行不行，讨厌死了。	2017/12/14 17:08","跳个舞。	2017/12/14 17:08","记住我的电话。	2017/12/14 17:09",{"code":"No-music"}
9760,"这条街。	2017/11/29 18:29","伍佰的歌。	2017/11/29 18:29","你怎么舍得我难过放一首？	2017/11/29 20:25",{"song": "你怎么舍得我难过"}
9761,"大山走出的孩子。	2017/11/29 13:36","播放大三手术的孩子。	2017/11/29 13:38","大山走出的孩子。	2017/11/29 13:44",{"song": "大山走出的孩子"}
9762,"听首儿歌。	2017/11/6 11:47","听首儿歌。	2017/11/6 11:47","听首儿歌。	2017/11/6 11:48",{"genre": "儿歌"}
9763,"讲个白雪公主的故事。	2017/12/18 21:50","放庄心妍的歌。	2017/12/19 13:23","我要听庄心妍的歌。	2017/12/19 14:09",{"artist": "庄心妍"}
9764,"一点前到这边的天气怎么样？	2017/11/25 10:42","小半个跳个舞好吗，谢谢哈。	2017/11/25 10:43","你知道吗？	2017/11/25 10:44",{"code":"No-music"}
9765,"停止播放。	2017/10/26 9:53","唱个歌。	2017/10/26 9:53","看你妈。	2017/10/26 9:55",{"code":"No-music"}
9766,"唱一首邓丽君的歌曲。	2017/10/26 16:25","打开行车记录仪。	2017/10/26 16:25","你是我奶奶的，要有流量，又饿又累又饿了，你有流量了，别说话，您在圈抢的基本手法。	2017/10/26 16:36",{"code":"No-music"}
9767,"期待和你再相逢。	2017/11/29 0:10","青青河边草。	2017/11/29 0:12","情系二人转。	2017/11/29 0:14",{"song": "情系二人转"}
9768,"大姐，再来一个。	2017/10/26 16:59","讲个笑话儿。	2017/10/26 17:00","你有什么要求。	2017/10/26 17:00",{"code":"No-music"}
9769,"帮我唱一首锥公著。	2017/12/7 19:11","你。	2017/12/7 19:13","唱小苹果。	2017/12/7 19:14",{"song": "小苹果"}
9770,"给我讲个笑话我听听。	2017/10/26 17:17","我要听多不多。	2017/10/26 17:17","我要听毛阿敏的歌。	2017/10/26 17:18",{"artist": "毛阿敏"}
9771,"我叫你关闭导航。	2017/11/29 18:37","你好。	2017/11/29 18:38","杨幂吃晚饭了。	2017/11/29 18:38",{"code":"No-music"}
9772,"没关系。	2017/11/22 17:50","春江花月夜。	2017/11/22 17:50","兰花草。	2017/11/22 17:50",{"song": "兰花草"}
9773,"你吃饭没有。	2017/12/19 15:25","绑定设备。	2017/12/19 16:39","小小一粒沙。	2017/12/19 16:42",{"song": "小小一粒沙"}
9774,"哪个。	2017/10/26 16:50","每一个人要洋气的英式与的区别。	2017/10/26 16:50","反正他那个翻去翻给他送来就是两个一辈子，电子装置。	2017/10/26 16:50",{"code":"No-music"}
9775,"来当自强。	2017/11/29 17:06","一曲红尘。	2017/11/29 17:07","我面歌。	2017/11/29 17:13",{"code":"No-music"}
9776,"你知道我叫什么名字吗？	2017/12/17 10:26","啊我得告诉你一下我真正的名字。	2017/12/17 10:26","好的那我先告诉你我的名字叫什么。	2017/12/17 10:26",{"code":"No-music"}
9777,"玖月奇迹唱的猜呀猜。	2017/10/26 16:21","美丽美丽走起来。	2017/10/26 16:21","大家一起来。	2017/10/26 16:25",{"code":"No-music"}
9778,"这个不好笑哦，你再讲一个。	2017/11/29 17:35","哦，她她笑了。	2017/11/29 17:36","还有一个人想哭哦。	2017/11/29 17:36",{"code":"No-music"}
9779,"讲个笑话。	2017/10/26 7:20","鑫芳。	2017/10/26 7:23","请放好姑娘。	2017/10/26 7:23",{"song": "好姑娘"}
9780,"爸爸很认真的说吧，没吃过包子，讲那里面是干什么了。	2017/10/26 18:27","你死的一下子是不要老师难道您不知道吗，鼻子痒你就给老子。	2017/10/26 18:27","你又是我的下一辈的，有共鸣咯。	2017/11/29 18:48",{"code":"No-music"}
9781,"心。	2017/12/22 23:22","听听首良的。	2017/12/26 19:52","你看啥饭都是你别吃啦。	2017/12/26 20:03",{"code":"No-music"}
9782,"天一广场。	2017/11/29 16:56","我要到唐狮二部有多莞城大润发。	2017/11/29 17:43","hello我跟你说了我要到那个观海卫大润发观海卫大润发。	2017/11/29 17:43",{"code":"No-music"}
9783,"那个妈。	2017/12/25 17:14","红薯吃了有什么好处。	2017/12/25 17:15","唱一首世上只有妈妈好。	2017/12/25 18:36",{"song": "世上只有妈妈好"}
9784,"民族舞。	2017/11/29 21:06","大王叫我来巡山。	2017/11/29 21:08","说得过。	2017/11/29 21:15",{"code":"No-music"}
9785,"火火的姑娘。	2017/10/26 18:32","菊花爆满山。	2017/10/26 18:32","火火的情郎。	2017/10/26 18:33",{"song": "火火的情郎"}
9786,"映山红。	2017/11/29 20:08","好安大道。	2017/11/29 20:09","旋风少女。	2017/11/29 20:09",{"song": "旋风少女"}
9787,"哦不认识你啦。	2017/11/3 20:34","你是谁。	2017/11/3 20:34","唱爸爸妈妈去上班。	2017/11/3 20:35",{"song": "爸爸妈妈去上班"}
9788,"唱一首涛声依旧。	2017/12/9 18:42","唱一首小苹果。	2017/12/9 18:44","唱一首心雨。	2017/12/9 18:47",{"song": "心雨"}
9789,"戈锐的你是中国的就是大点声。	2017/11/29 11:40","现在这半天就是不给你贷款去你那群必须。	2017/11/29 11:40","但是现在是你不过现在是不是我爸这突然不能说，关键那头他提出的要求。	2017/11/29 11:40",{"code":"No-music"}
9790,"我要听陈奕迅的歌。	2017/12/27 18:44","新的生日是什么时候。	2017/12/27 18:51","我要听周杰伦。	2017/12/27 18:52",{"artist": "周杰伦"}
9791,"唱一首王湾。	2017/12/14 13:32","哇。	2017/12/14 13:33","儿歌。	2017/12/14 13:38",{"genre": "儿歌"}
9792,"机器人。	2017/12/28 20:10","你叫什么名字。	2017/12/28 20:11","小白兔。	2017/12/28 20:12",{"code":"No-music"}
9793,"主人是谁呀。	2017/12/24 17:47","不然是布丁，知道了吗？	2017/12/24 17:47","我要听虫儿飞。	2017/12/24 17:48",{"song": "虫儿飞"}
9794,"我爱我的幼儿园。	2017/12/1 18:19","劳动最光荣。	2017/12/1 18:19","我是一条小青龙。	2017/12/1 18:19",{"song": "我是一条小青龙"}
9795,"谁呀。	2017/11/24 19:26","中文名，之前都不认识了哦。	2017/11/24 19:27","那你给我说找一个小品来。	2017/11/24 19:27",{"code":"No-music"}
9796,"唱一首儿歌。	2017/11/5 9:46","你不会唱歌啦。	2017/11/5 9:47","唱一首儿歌。	2017/11/5 9:48",{"genre": "儿歌"}
9797,"声音小一点。	2017/10/26 18:32","唱歌唱歌。	2017/10/26 18:36","la la la la。	2017/10/26 18:36",{"song": "la la la la"}
9798,"哈喽的中文意思是什么。	2017/12/22 12:03","哈喽你好呀，长一点。	2017/12/22 12:03","how are you的中文什么意思。	2017/12/22 12:03",{"code":"No-music"}
9799,"喜欢你。	2017/11/29 8:10","给我播放喜欢你。	2017/11/29 8:10","播放一。	2017/11/29 8:19",{"song": "一"}
9800,"给你看那你呢？	2017/12/16 19:34","明天买什么特码。	2017/12/17 19:01","明天买什么特码，请给我一点时间去学习我会越来越聪明的。	2017/12/17 19:01",{"code":"No-music"}
9801,"把你带走。	2017/11/25 3:25","放一首音乐。	2017/11/25 3:25","播放。	2017/12/2 5:50",{"code":"RANDOM"}
9802,"我要听周杰伦的歌。	2017/10/26 12:17","我要听张杰周杰伦的歌。	2017/10/26 12:22","我要听周杰伦的歌。	2017/10/26 17:50",{"artist": "周杰伦"}
